event_id,event_name,date,year,country,state,city
1661,Gesellen Fechten 2021,October 15,2021,United States,Oklahoma,Moore
1664,QuadroHEMiA 6.5: Prelude to the Call Invitational,October 10,2021,United Kingdom,-,Lincoln
1660,Clash of Steel 2021,October 2,2021,Taiwan,-,New Taipei City
1626,Swiss Bears Cup 2021,October 2,2021,Switzerland,-,Schönbühl
1650,Five Rings Classical Fencing Open 2021,September 28,2021,United States,Missouri,Kansas City
1652,Pre-SHO 2021,September 26,2021,United States,Arizona,Tucson
1653,Swordplay Australia 2021,September 26,2021,Australia,Queensland,Brisbane
1651,Nederlandse HEMA Kampioenschappen 2021,September 26,2021,Netherlands,-,Breda
1668,MHS Grand Prix 2021,September 25,2021,Hungary,-,Budapest
1648,Austrian Rapier Championships 2021,September 19,2021,Austria,Vienna,Viena
1649,Battle of Buffalo 2021,September 11,2021,United States,Missouri,Buffalo
1676,Torneio Nacional HEMA Brasil 2021,September 5,2021,Brazil,Paraná,Curitiba
1654,Tremonia Fechtschule 2021,September 5,2021,Germany,North Rhine-Westphalia,Dortmund
1659,Steel City Open 2021,September 3,2021,United States,Pennsylvania,Pittsburgh
1646,Bellum Vitudurum 2021,August 28,2021,Switzerland,Zürich,Winterthur
1670,Pennsylvania HEMA Open,August 14,2021,United States,Pennsylvania,Harrisburg
1645,Bear's Challenge 2021,August 7,2021,Ireland,-,Wexford
1638,Žilinský Kumšt IV.,July 24,2021,Slovakia,-,Žilina
1635,Combat Con 2021,July 22,2021,United States,Nevada,Las Vegas
1637,Winter Open 2021,July 11,2021,Australia,Victoria,Melbourne
1636,Visegrádi Viadalok,July 10,2021,Hungary,-,Visegrád
1655,Cornhusker State Games 2021,July 10,2021,United States,Nebraska,Bellevue
1631,Donnybrook 2021,June 26,2021,United States,Missouri,Kansas City
1685,Battle Born I,June 26,2021,United States,Nevada,Sparks
1630,Black Horns Cup 2021,June 26,2021,Poland,-,Poznan
1658,Crossroads: Longsword 2021,June 19,2021,United States,Ohio,Columbus
1633,Unicorn Fight Club 2021,June 5,2021,New Zealand,Canterbury,Oxford
1657,April Fools 2021,May 29,2021,Italy,-,Torino
1621,Green Chapel Tourney 2021,May 1,2021,United States,Nebraska,Papillion
1688,Spring HEMA Female Tournament: 2021,March 28,2021,Ukraine,-,Kyiv
1641,The Ides of March 2021,March 14,2021,Australia,Victoria,Melbourne
1625,Capoferro Comp 2021,February 21,2021,Australia,Victoria,Melbourne
1624,Duel Season: Winter 2021,January 30,2021,Ukraine,-,Kyiv
1616,Pardubice Swordplay 2020,December 5,2020,Czech Republic,-,Pardubice
1656,Italian Sidesword Open 2020,October 11,2020,Italy,-,Desenzano del Garda
1622,Kard Rendje bajnokság 2020,October 11,2020,Hungary,-,Budapest
1752,Danish National Championship 2020,October 3,2020,Denmark,-,Odense
1617,Swiss Bears Cup 2020,October 3,2020,Switzerland,Bern,Schönbühl
1620,Montpellier Hema Tournament 11,September 19,2020,France,-,Montpellier
1615,Tremonia Fechtschule 2020,September 4,2020,Germany,North Rhine-Westphalia,Dortmund
1592,Žilinský Kumšt III,July 25,2020,Slovakia,-,Žilina
1598,Cornhusker State Games 2020,July 11,2020,United States,Nebraska,Bellevue
1599,Meyer Open 2020,July 4,2020,China,Shanghai,Shanghai
1639,The Ides of March 2020,March 15,2020,Australia,Victoria,Melbourne
1600,Beware The Ides of March Melee Madness 2020,March 15,2020,Afghanistan,-,Kabul
1623,Dürerturnier 2020,March 7,2020,Germany,Bavaria,Nuremberg
1618,Durchschlag 2020,March 7,2020,Poland,-,Lódz
1594,Vasaslaget 2020,March 7,2020,Sweden,-,Uppsala
1595,Arnold Fencing Classic 2020,March 6,2020,United States,Ohio,Columbus
1607,Siberian Cup 2020,February 22,2020,Russia,-,Novosibirsk
1590,Symphony of Steel 2020,February 22,2020,Germany,Baden-Württemberg,Ulm
1587,Cold Cuts 2020,February 15,2020,Sweden,-,Gothenburg
1588,The English Sidesword Open 2020,February 15,2020,United Kingdom,-,London
1604,SoCal Swordfight 2020,February 14,2020,United States,California,Los Angeles
1597,3º Torneo Vila de Redondela 2020,February 8,2020,Spain,Galicia,Redondela
1589,HEMA Turnaj Digladioru 2020,February 8,2020,Czech Republic,-,Prague
1586,Summer Sword Clash 2020,February 1,2020,Australia,South Australia,Adelaide
1605,XXI Torneo Arti Marziali Storiche Italiane - Qualificazioni Nord,February 1,2020,Italy,-,Udine
1606,Blade Master 2020,January 31,2020,Russia,-,Ekaterinburg
1581,Helsinki Longsword Open 2020,January 31,2020,Finland,-,Helsinki
1582,Midwinter Armizare Open 2020,January 25,2020,United States,Illinois,Chicago
1583,The Winter’s Flail 2020,January 25,2020,United Kingdom,-,Southampton
1610,Blizzard Brawl 2020,January 25,2020,Canada,Alberta,Calgary
1584,WEIRD Open 2020,January 24,2020,United States,Texas,Austin
1627,Washington DC HEMA OPEN 2020,January 19,2020,United States,-,Washington D.C.
1580,2020 Capitol Clash HEMA Open Warmup #4,January 12,2020,United States,DC,Washington
1579,2020 Capitol Clash HEMA Open Warmup #3,January 11,2020,United States,DC,Washington
1609,MCHO Beta 3 Longsword,January 11,2020,United States,Colorado,Denver
1608,VI Tyumen Open Christmas Tournament,January 5,2020,Russia,-,Tyumen
1578,2020 Capitol Clash HEMA Open Warmup #2,January 4,2020,United States,DC,Washington
1570,Ciudad de los Reyes 2019,December 29,2019,Peru,Lima,Lima
1568,The Call of Zephyr 2019,December 21,2019,China,GuangDong,GuangZhou
1603,Plzen HAU 2019,December 21,2019,Czech Republic,-,Plzen
1577,The Black Carpet 2019,December 14,2019,Italy,-,Vercelli
1574,Glasgow HEMA Open 2019,December 8,2019,United Kingdom,-,Glasgow
1573,Wessex League 2019: Cambridge Chapter,December 7,2019,United Kingdom,-,Cambridge
1602,HVN Singlestick Charity Tournament 2019,December 7,2019,Netherlands,-,Oegstgeest
1571,IV Mistrzostwa Polski,December 6,2019,Poland,-,Twardogora
1576,Swordplay Serbia 2019,December 6,2019,Serbia,-,Belgrade
1572,Segundo Torneo de Esgrima Historica de Santurtzi,December 1,2019,Spain,-,Santurtzi
1567,Baja Regional 2019,December 1,2019,Mexico,Baja California,Ensenada
1569,A Christmas Competition 2019,December 1,2019,Australia,Victoria,Melbourne
1566,Tasmanian Swordplay Symposium 2019,December 1,2019,Australia,Tasmania,Hobart
1565,Pardubický mec 2019 HEMA Tournament,November 30,2019,Czech Republic,-,Pardubice
1546,Open Championship of Ural Federal District 2019,November 24,2019,Russia,-,Chelyabinsk
1601,Ascent Sabre Tournament 2019,November 23,2019,Russia,Saint Petersburg,Saint Petersburg
1562,2020 Capitol Clash HEMA Open Warmup #1,November 23,2019,United States,DC,Washington
1564,Turniej Fechtunku Historycznego HFC,November 23,2019,Poland,-,Kielce
1593,Nederlandse HEMA Kampioenschappen 2019: Evenement 4,November 16,2019,Netherlands,Zuid-Holland,Rotterdam
1560,II Torneio de Esgrima Histórica Thomar,November 16,2019,Portugal,Santarém,Tomar
1585,LangHEMA 2019,November 16,2019,Italy,-,Alba
1556,X. Budapesti MHS Torna,November 16,2019,Hungary,-,Budapest
1561,Blue Box Open 2019,November 16,2019,United States,Ohio,Columbus
1591,SERFO 2019,November 10,2019,United States,Georgia,Atlanta
1558,Sydney Super Series 2019,November 10,2019,Australia,New South Wales,Sydney
1554,Wessex League 2019: Oxford Chapter,November 9,2019,United Kingdom,-,Oxford
1547,Open Golden Forests Tournament Fall 2019,November 9,2019,Russia,-,Moscow
1559,Johann Georg Pascha Turnier 2019,November 3,2019,Germany,-,Leipzig
1555,Tempest 2019,November 3,2019,Ireland,-,Feakle
1557,The Might 2019,November 2,2019,France,-,Marseille
1619,Swordfish 2019,November 1,2019,Sweden,-,Gothenburg
1553,KatzenKampf Octoberfecht 2019,October 29,2019,Russia,-,Saint Petersburg
1548,Black Sea Cup 2019,October 27,2019,Russia,-,Sochi
1533,New Amsterdam HEMA Open 2019,October 26,2019,United States,New York,New York City
1550,6. Herkules HEMA Turnier Kassel,October 26,2019,Germany,Hessen,Kassel
1575,Salzburger Landesmeisterschaft 2019,October 26,2019,Austria,-,Salzburg
1539,Torneio Nacional de Espada Longa 2019,October 20,2019,Brazil,São Paulo,São Paulo
1532,Gesellen Fechten 2019,October 19,2019,United States,Oklahoma,Oklahoma City
1540,Tyrnhaw 2019,October 19,2019,Slovakia,-,Trnava
1536,Swiss Gathering 2019,October 18,2019,Switzerland,Bern,Schönbühl
1534,Oktoberfecht 2019,October 13,2019,Australia,Victoria,Melbourne
1549,Autumn Ural Cup 2019,October 12,2019,Russia,-,Ekaterinburg
1541,Wessex League 2019: London Chapter,October 12,2019,United Kingdom,-,London
1542,World Broadsword Championship 2019,October 5,2019,Australia,South Australia,Adelaide
1753,Danish National Championship 2019,October 5,2019,Denmark,-,Odense
1535,Swedish Championships 2019,October 4,2019,Sweden,-,Gävle
1537,The Plough Tournament 1st,October 2,2019,China,GuangDong,GuangZhou
1538,Third National Historical Martial Arts Tournament,October 2,2019,China,Shanghai,Shanghai
1525,W3 2019,September 29,2019,Poland,Mazovia,Warsaw
1531,The Horned Crown 2019,September 28,2019,Ireland,-,Wexford
1511,9. Dresdner Fechtschul 2019,September 28,2019,Germany,-,Dresden
1510,Clash of Steel 2019,September 28,2019,Taiwan,-,New Taipei City
1545,Ufa Duel Fencing Tournament,September 28,2019,Russia,-,Ufa
1513,Five Rings Classical Fencing Open 2019,September 28,2019,United States,Missouri,Kansas City
1523,Iron Gate Exhibition 2019,September 27,2019,United States,Massachusetts,Danvers
1512,Duels at High Noon 2019,September 22,2019,United States,Arizona,Tucson
1526,Tremonia Fechtschule 2019,September 20,2019,Germany,North Rhine-Westphalia,Dortmund
1518,Battle of the Bridge 2019,September 13,2019,Sweden,-,Örebro
1517,Wessex League 2019: Exeter Chapter,September 7,2019,United Kingdom,-,Exeter
1509,The Battle of Buffalo 2019,September 7,2019,United States,Missouri,Buffalo
1515,Flügelschlag Stuttgart 2019,September 7,2019,Germany,Baden Württemberg,Stuttgart
1516,Military Sabre Tournament 2019,September 7,2019,Ireland,-,Cork
1508,Steel City Open 2019,August 31,2019,United States,Pennsylvania,Pittsburgh
1552,Broken Point 2019,August 28,2019,United States,Pennsylvania,Pittsburgh
1524,Dutch Lions Cup 2019,August 24,2019,Netherlands,-,Utrecht
1544,Purpleheart Open 2019,August 23,2019,United States,Texas,Houston
1506,III Debreceni MHS Torna,August 17,2019,Hungary,Hajdú-Bihar,Debrecen
1628,Hojas de Plata 2019,August 17,2019,Argentina,Buenos Aires,La Plata
1596,FightCamp 2019,August 16,2019,United Kingdom,-,Coventry
1528,Battle Royale 2019,August 11,2019,United States,Ohio,Columbus
1563,Winter Open 2019,August 11,2019,Australia,Victoria,Melbourne
1507,Points North 2019,August 3,2019,Canada,Ontario,Ottawa
1530,Glengarry Highland Games 2019 Single-Stick Competition,August 2,2019,Canada,Ontario,Maxville
1529,CombatCon 2019,August 1,2019,United States,Nevada,Las Vegas
1493,Cornhusker State Games - HEMA 2019,July 27,2019,United States,Nebraska,Omaha
1492,Albion cup 2019,July 27,2019,United Kingdom,-,Marlow
1504,Fairfax Mini Renaissance Faire 2019,July 27,2019,United States,Vermont,Fairfax
1498,I Torneo Princesa Kristina de Noruega,July 27,2019,Spain,-,Burgos
1500,Sword Fight V,July 27,2019,Australia,Queensland,Gold Coast
1499,QuadroHEMiA 6: Wolfshead X,July 21,2019,United Kingdom,-,Lincoln
1502,Flower of Battle 2019,July 19,2019,United States,Pennsylvania,Wyomissing
1503,Visegrád HEMA tournament,July 13,2019,Hungary,-,Visegrád
1495,Mid-Continental HEMA Open 2019,July 12,2019,United States,Colorado,Denver
1501,Eleonora 2019,July 6,2019,Russia,-,Krasnodar
1496,Nederlandse HEMA Kampioenschappen 2019: Evenement 3,July 6,2019,Netherlands,Noord-Brabant,Breda
1497,Great Fight North 2019,July 6,2019,Canada,Ontario,Welland
1494,Nordschlag 2019,July 6,2019,Canada,-,Edmonton
1475,Ars Gladii 20th Anniversary Invitational,June 29,2019,United States,Michigan,Livonia
1477,Broadwater Bucklerthon 2019,June 29,2019,United Kingdom,-,Godalming
1482,Queen's Court Open 2019,June 22,2019,United States,Ohio,Cincinnati
1480,European Games Invitational Gala Tournament 2019,June 22,2019,Belarus,-,Minsk
1488,Fecht Yeah 2019,June 16,2019,United States,New York,Dobbs Ferry
1476,Black Horns Cup 2019,June 15,2019,Poland,-,Poznan
1474,A Midsummer Fight's Dream 2019,June 15,2019,United Kingdom,-,Oxford
1478,II Torneo 100Tolos HEMA de Coruña,June 8,2019,Spain,Galicia,Coruña
1611,Anvil 2019,June 8,2019,Canada,Alberta,Calgary
1527,HEMAC Hemathlon 2019,June 7,2019,Greece,-,Athens
1483,Springfield Historical Fencing Guild 1st Annual HEMA Tournament,June 2,2019,United States,Missouri,Springfield
1484,Summer Swordfest 2019,June 2,2019,United States,Missouri,Kansas City
1479,MCHO Beta Tourney 2,June 1,2019,United States,Colorado,Denver
1481,Oslo Penguin Cup 2019,June 1,2019,Norway,-,Oslo
1485,Treffen Historischer Fechter Deutschlands 2019,June 1,2019,Germany,North Rhine-Westphalia,Borchen
1461,Autumn Open 2019,May 26,2019,Australia,Victoria,Melbourne
1489,Primavera VII,May 25,2019,Russia,-,Saint Petersburg
1634,Baton Rouge Open 2019,May 25,2019,United States,Louisiana,Baton Rouge
1465,Montréal Sword Meisters 2019,May 19,2019,Canada,Québec,Montréal
1487,ÖFHF Austrian Championships 2019,May 19,2019,Austria,-,Bad Vöslau
1505,Victoria Highland Games Open 2019,May 18,2019,Canada,British Columbia,Victoria
1543,It's Just A Flesh Wound 2019,May 18,2019,Canada,Manitoba,Winnipeg
1464,HEMAICS Dolomiti,May 18,2019,Italy,-,Feltre
1469,Spring Ural Cup,May 18,2019,Russia,-,Ekaterinburg
1463,HEMA Open Leioa 2019,May 18,2019,Spain,-,Bilbao
1471,Trofeo CSEN Scherma Storica Memorial Mario Pappagallo,May 12,2019,Italy,-,Rome
1470,Symphony of Steel 2019,May 11,2019,Germany,Baden-Württemberg,Ulm
1459,MCR v HEMA Jihlava 2019,May 11,2019,Czech Republic,-,Jihlava
1460,OstFecht 2019,May 11,2019,Slovakia,-,Michalovce
1466,NHFL Championships 2019,May 11,2019,Sweden,-,Örebro
1467,Renaissance Festival of Nebraska Invitational,May 11,2019,United States,Nebraska,Omaha
1468,III Torneo de Esgrima Historica de Pontevedra,May 4,2019,Spain,Galicia,Pontevedra
1462,Clash of the Towers 2019,May 4,2019,Ireland,-,Dublin
1456,Frühlingsfechten 2019,April 28,2019,Germany,-,Dortmund
1473,April Fools 2019,April 27,2019,Italy,-,Torino
1454,Big Moscow Tournament 2019,April 27,2019,Russia,-,Moscow
1458,IFG Spring Fling 2019,April 27,2019,United States,Oregon,Portland
1438,Clash of Claymores 19,April 26,2019,United States,Pennsylvania,Shippensburg
1440,Icebreaker Open 2019,April 26,2019,United States,Minnesota,Minneapolis
1444,Torneio Paranaense de Espada Longa,April 20,2019,Brazil,Paraná,Curitiba
1457,Festival of the Sword '19,April 19,2019,Australia,Victoria,Melbourne
1441,La Voute de Fer,April 14,2019,France,-,Paris
1443,Swordtrip - The Gathering 2019,April 13,2019,Germany,Bavaria,Munich
1453,Norppa Open 2019,April 13,2019,Finland,-,Helsinki
1434,HEMAtom 2019,April 13,2019,Croatia,-,Zagreb
1445,Scherma Medievale nella Città Ideale 2019,April 13,2019,Italy,-,Urbino
1455,Nederlandse HEMA Kampioenschappen 2019: Evenement 2,April 13,2019,Netherlands,Zuid-Holland,Oegstgeest
1446,IX Budapest MHS Kardvívó torna,April 13,2019,Hungary,-,Budapest
1442,Showdown in No-Town 2019,April 13,2019,United States,Texas,Seguin
1439,Hematolia 2019,April 13,2019,Turkey,-,Istanbul
1437,By the Sword 2019,March 30,2019,United Kingdom,-,Godalming
1447,Open Golden Forests Tournament Spring 2019,March 30,2019,Russia,-,Moscow
1429,Blademasters Cup 2019,March 30,2019,Ireland,-,Cork
1431,Longpoint 2019,March 28,2019,United States,Maryland,Baltimore
1433,Prima Spada HEMA Rapier Tournament 2019,March 24,2019,Australia,Queensland,Brisbane
1432,Montpellier HEMA Tournament 10,March 23,2019,France,-,Montpellier
1430,Battles In The North 2019,March 10,2019,Greece,-,Thessaloniki
1421,Žilinský Kumšt II,March 9,2019,Slovakia,-,Žilina
1423,Vasaslaget 2019,March 9,2019,Sweden,-,Uppsala
1448,Swords & Roses,March 8,2019,Russia,-,Novosibirsk
1491,Sense and Sensibility with Smallswords,March 3,2019,Sweden,-,Örebro
1422,Arnold HEMA Classic 2019,March 3,2019,United States,Ohio,Columbus
1428,Dürer Turnier 2019,March 2,2019,Germany,Bavaria,Nürnberg
1427,AIMA ROMA 2019,March 2,2019,Italy,-,Roma
1420,Durchschlag 2019,March 2,2019,Poland,-,Lodz
1426,Alfieri Open 2019,February 17,2019,Australia,Victoria,Melbourne
1425,Mutinænsis II,February 16,2019,Italy,-,Modena
1451,Everything Else Event 2019,February 16,2019,United States,Maryland,Columbia
1410,Exeter Longsword Competition 2019,February 16,2019,United Kingdom,-,Exeter
1408,English Sidesword Open 2019,February 16,2019,United Kingdom,-,Oxford
1416,SoCal Swordfight 2019,February 15,2019,United States,California,Huntington Beach
1414,VIII Torneo Cidade de Naron,February 9,2019,Spain,Galicia,Narón
1411,Trenciansky Vorschlag Vol.3,February 9,2019,Slovakia,-,Trencin
1450,Blade Master 2019,February 1,2019,Russia,-,Chelyabinsk
1412,Capitol Clash: Washington DC HEMA Open 2019,February 1,2019,United States,DC,Washington
1452,Midwinter Armizare Open 2019,January 26,2019,United States,Illinois,Chicago
1486,Hema Ianua 2019,January 26,2019,Italy,-,Genova
1403,Nederlandse HEMA Kampioenschappen 2019: Evenement 1,January 26,2019,Netherlands,-,Oegstgeest
1405,WEIRD Open 2019,January 25,2019,United States,Texas,Austin
1404,Queen's Gambit 2019,January 18,2019,United States,North Carolina,Concord
1401,Helsinki Longsword Open 2019,January 18,2019,Finland,-,Helsinki
1395,EHMS Open Doors Tournament 2018,December 15,2018,Finland,-,Helsinki
1398,Brisia 2018 - Test Gatering for Minsk 2019,December 15,2018,Italy,-,Brescia
1413,Mid Continental Hema Open - Beta #1,December 15,2018,United States,Colorado,Denver
1385,Glasgow HEMA Open 2018,December 8,2018,United Kingdom,-,Glasgow
1400,FechtTerra 2018,December 8,2018,Russia,-,Saint Petersburg
1388,Polish Championships 2018,December 8,2018,Poland,-,Wroclaw
1380,HVN Singlestick Charity Tournament 2018,December 1,2018,Netherlands,-,Oegstgeest
1379,Pardubický mec 2018,December 1,2018,Czech Republic,-,Pardubice
1402,Tasmanian Swordplay Symposium 2018,December 1,2018,Australia,Tasmania,Hobart
1390,Winter Golden Forests Championship 2018,December 1,2018,Russia,-,Moscow
1396,Swordplay Serbia 2018,November 30,2018,Serbia,-,Belgrade
1386,IFHEMA Cup 2018,November 30,2018,Portugal,-,Lisbon
1383,November Fechtschule 2018,November 25,2018,Australia,Victoria,Canterbury
1389,Winter Open Duel Fencing Championship of the Ural Federal District,November 24,2018,Russia,-,Chelyabinsk
1375,Wessex League 2018: Winchester Chapter,November 24,2018,United Kingdom,-,Winchester
1381,Blue Box Longsword Open 2018,November 22,2018,United States,Ohio,Columbus
1373,Niederösterreichische Landesmeisterschaft NÖLM18,November 18,2018,Austria,Lower Austria,St. Pölten
1364,1º Torneio de Esgrima Histórica de Valinhos 2018,November 17,2018,Brazil,-,Valinhos
1371,The 400 Years Tournament,November 17,2018,Australia,Victoria,Melbourne
1387,The Might 2018,November 17,2018,France,-,Istres
1399,LangHEMA 2018,November 17,2018,Italy,-,Alba
1372,Torneo ARA 2018,November 17,2018,Italy,-,Rome
1377,Galway Longsword Open 2018,November 17,2018,Ireland,-,Galway
1363,VIII Budapest MHS Kardvívó torna,November 17,2018,Hungary,-,Budapest
1370,Long Island Point 2018,November 16,2018,United States,New York,Uniondale
1360,Digladior HEMA tournaj 2018,November 10,2018,Czech Republic,-,Prague
1376,SERFO 2018,November 9,2018,United States,Georgia,Atlanta
1449,Go Fencing Day 2018,November 4,2018,Russia,-,Ekaterinburg
1359,Primer Torneo de Esgrima Historica de Santurtzi,November 4,2018,Spain,-,Santurtzi
1356,Swordfish 2018,November 2,2018,Sweden,-,Gothenburg
1357,Tempest 2018,November 2,2018,Ireland,-,Feakle
1362,Swiss Gathering 2018,October 27,2018,Switzerland,-,Urtenen-Schönbühl
1351,Tyrnhaw 2018,October 27,2018,Slovakia,-,Trnava
1374,Arizona HEMA League 2018 Event 3,October 27,2018,United States,Arizona,Phoenix
1354,Wessex League 2018: Cardiff Chapter,October 27,2018,United Kingdom,-,Cardiff
1490,Ascent Saber Tournament 2018,October 24,2018,Russia,-,Saint Petersburg
1361,Falcons Cup 2018,October 21,2018,Poland,-,Poznan
1369,Johann Georg Pascha Turnier 2018,October 21,2018,Germany,-,Leipzig
1350,Prima Spada HEMA Sabre Tournament,October 21,2018,Australia,Queensland,Brisbane
1352,Salzburger Landesmeisterschaft 2018,October 20,2018,Austria,Salzburg,Salzburg
1349,Heffac 2018,October 20,2018,Belgium,-,Antwerp
1409,Pfälzer Fehde 2018,October 20,2018,Germany,Rheinland-Pfalz,Neustadt an der Weinstraße
1378,5. offenes Fechtturnier in Kassel,October 17,2018,Germany,-,Kassel
1394,Autumn Ural Cup 2018,October 13,2018,Russia,-,Ekaterinburg
1347,Lone Star Open 2018,October 13,2018,United States,Texas,Houston
1353,Steel City Open 2018,October 12,2018,United States,Pennsylvania,Pittsburgh
1355,2º Torneo Vila de Redondela 2018,October 6,2018,Spain,Galicia,Redondela
1424,Krump Pow 2018,October 5,2018,United States,Wisconsin,Appleton
1365,TaurHEMAchia VI Edition,October 5,2018,Italy,-,Turin
1348,W3 2018,September 29,2018,Poland,-,Warsaw
1341,8. Dresdner Fechtschul,September 29,2018,Germany,Saxony,Dresden
1340,Wessex League 2018: Taunton Chapter,September 29,2018,United Kingdom,-,Taunton
1345,Iron Gate Exhibition 2018,September 28,2018,United States,Massachusetts,Boston
1342,Sword & Buckler Open 2018,September 23,2018,Australia,Victoria,Melbourne
1337,Duels at High Noon 2018,September 22,2018,United States,Arizona,Tucson
1338,Five Rings Fencing Annual KC Sword Tournament 2018,September 22,2018,United States,Kansas,Olathe
1335,Edgebana 2018,September 22,2018,United Kingdom,-,Dundee
1334,Mid Atlantic Rookie Tournament: Fighty McFightface,September 15,2018,United States,Pennsylvania,Kutztown
1418,Geselle Fechten 2018,September 15,2018,United States,Oklahoma,Oklahoma City
1344,Nordschlag 2018,September 15,2018,Canada,Alberta,Edmonton
1328,Tremonia Fechtschule 2018,September 9,2018,Germany,-,Dortmund
1358,The Battle of Buffalo 2018,September 8,2018,United States,Missouri,Buffalo
1327,Wessex League 2018: London Chapter,September 8,2018,United Kingdom,-,London
1323,Battle of the Bridge 2018,September 7,2018,Sweden,-,Örebro
1346,Swordplay Australia 2018,September 6,2018,Australia,Queensland,Brisbane
1333,The Horned Crown 2018,September 1,2018,Ireland,-,Wexford
1325,Clash of Claymores,September 1,2018,United States,Pennsylvania,Carlisle
1320,Dutch Lions Cup 2018,August 25,2018,Netherlands,-,Utrecht
